"CodMun";"Municipio";"Pobloglog"
42026;"Arenillas ";1
42027;"Arevalo de la Sierra ";1
42028;"Ausejo de la Sierra ";1
42029;"Baraona ";1
42030;"Barca ";1
42031;"Barcones ";1
42032;"Bayubas de Abajo ";1
42033;"Bayubas de Arriba ";1
42034;"Beraton ";1
42035;"Berlanga de Duero ";1
42036;"Blacos ";1
42037;"Bliecos ";1
42038;"Borjabad ";1
42039;"Borobia ";1
42041;"Buberos ";1
42042;"Buitrago ";1
42043;"Burgo de Osma-Ciudad de Osma ";2
42044;"Cabrejas del Campo ";1
42045;"Cabrejas del Pinar ";1
42046;"Calatanazor ";1
42048;"Caltojar ";1
42049;"Candilichera ";1
42050;"Canamaque ";1
42051;"Carabantes ";1
42052;"Caracena ";0
42053;"Carrascosa de Abajo ";1
42054;"Carrascosa de la Sierra ";1
42055;"Casarejos ";1
42056;"Castilfrio de la Sierra ";1
42058;"Castillejo de Robledo ";1
42057;"Castilruiz ";1
42059;"Centenera de Andaluz ";1
42060;"Cerbon ";1
42061;"Cidones ";1
42062;"Cigudosa ";1
42063;"Cihuela ";1
42064;"Ciria ";1
42065;"Cirujales del Rio ";1
42068;"Coscurita ";1
42069;"Covaleda ";2
42070;"Cubilla ";1
42071;"Cubo de la Solana ";1
42073;"Cueva de agreda ";1
42075;"Devanos ";1
42076;"Deza ";1
42078;"Duruelo de la Sierra ";1
42079;"Escobosa de Almazan ";1
42080;"Espeja de San Marcelino ";1
42081;"Espejon ";1
42082;"Estepa de San Juan ";0
42083;"Frechilla de Almazan ";1
42084;"Fresno de Caracena ";1
42085;"Fuentearmegil ";1
42086;"Fuentecambron ";1
42087;"Fuentecantos ";1
42088;"Fuentelmonge ";1
42089;"Fuentelsaz de Soria ";1
42090;"Fuentepinilla ";1
42092;"Fuentes de Magana ";1
42093;"Fuentestrun ";1
42094;"Garray ";1
42095;"Golmayo ";2
42096;"Gomara ";1
42097;"Gormaz ";1
42098;"Herrera de Soria ";0
42100;"Hinojosa del Campo ";1
42103;"Langa de Duero ";1
42105;"Liceras ";1
42106;"Losilla, La ";1
42107;"Magana ";1
42108;"Majan ";0
42110;"Matalebreras ";1
42111;"Matamala de Almazan ";1
42113;"Medinaceli ";1
42115;"Mino de Medinaceli ";1
42116;"Mino de San Esteban ";1
42117;"Molinos de Duero ";1
42118;"Momblona ";1
42119;"Monteagudo de las Vicarias ";1
42120;"Montejo de Tiermes ";1
42121;"Montenegro de Cameros ";1
42123;"Moron de Almazan ";1
42124;"Muriel de la Fuente ";1
42125;"Muriel Viejo ";1
42127;"Nafria de Ucero ";1
42128;"Narros ";1
42129;"Navaleno ";1
42130;"Nepas ";1
42131;"Nolay ";1
42132;"Noviercas ";1
42134;"olvega ";2
42135;"Oncala ";1
42139;"Pinilla del Campo ";1
42140;"Portillo de Soria ";0
42141;"Poveda de Soria, La ";1
42142;"Pozalmuro ";1
42144;"Quintana Redonda ";1
42145;"Quintanas de Gormaz ";1
42148;"Quinoneria ";0
42149;"Rabanos, Los ";1
42151;"Rebollar ";1
42152;"Recuerda ";1
42153;"Rello ";1
42154;"Renieblas ";1
42155;"Retortillo de Soria ";1
42156;"Reznos ";1
42157;"Riba de Escalote, La ";1
42158;"Rioseco de Soria ";1
42159;"Rollamienta ";1
42160;"Royo, El ";1
42161;"Salduero ";1
42162;"San Esteban de Gormaz ";2
42163;"San Felices ";1
42164;"San Leonardo de Yague ";2
42165;"San Pedro Manrique ";1
42166;"Santa Cruz de Yanguas ";1
42167;"Santa Maria de Huerta ";1
42168;"Santa Maria de las Hoyas ";1
42171;"Seron de Nagima ";1
42172;"Soliedra ";1
42173;"Soria ";2
42174;"Sotillo del Rincon ";1
42175;"Suellacabras ";1
42176;"Tajahuerce ";1
42177;"Tajueco ";1
42178;"Talveila ";1
42181;"Tardelcuende ";1
42182;"Taroda ";1
42183;"Tejado ";1
42184;"Torlengua ";1
42185;"Torreblacos ";1
42187;"Torrubia de Soria ";1
42188;"Trevago ";1
42189;"Ucero ";1
42190;"Vadillo ";1
42191;"Valdeavellano de Tera ";1
42192;"Valdegena ";1
42193;"Valdelagua del Cerro ";0
42194;"Valdemaluque ";1
42195;"Valdenebro ";1
42196;"Valdeprado ";0
42197;"Valderrodilla ";1
42198;"Valtajeros ";1
42200;"Velamazan ";1
42201;"Velilla de la Sierra ";1
42202;"Velilla de los Ajos ";1
42204;"Viana de Duero ";1
42205;"Villaciervos ";1
42206;"Villanueva de Gormaz ";0
42207;"Villar del Ala ";1
42208;"Villar del Campo ";1
42209;"Villar del Rio ";1
42211;"Villares de Soria, Los ";1
42212;"Villasayas ";1
42213;"Villaseca de Arciel ";1
42215;"Vinuesa ";1
42216;"Vizmanos ";1
42217;"Vozmediano ";1
42218;"Yanguas ";1
42219;"Yelo ";1
43001;"Aiguamurcia ";1
43002;"Albinyana ";2
43003;"Albiol, L' ";1
43004;"Alcanar ";2
43005;"Alcover ";2
43904;"Aldea, L' ";2
43006;"Aldover ";1
43007;"Aleixar, L' ";1
43008;"Alfara de Carles ";1
43009;"Alforja ";2
43010;"Alio ";1
43011;"Almoster ";1
43012;"Altafulla ";2
43013;"Ametlla de Mar, L' ";2
43906;"Ampolla, L' ";2
43014;"Amposta ";2
43016;"Arboc, L' ";2
43015;"Arboli ";1
43017;"Argentera, L' ";1
43018;"Arnes ";1
43019;"Asco ";2
43020;"Banyeres del Penedes ";2
43021;"Barbera de la Conca ";1
43022;"Batea ";2
43023;"Bellmunt del Priorat ";1
43024;"Bellvei ";2
43025;"Benifallet ";1
43026;"Benissanet ";1
43027;"Bisbal de Falset, La ";1
43028;"Bisbal del Penedes, La ";2
43029;"Blancafort ";1
43030;"Bonastre ";1
43031;"Borges del Camp, Les ";2
43032;"Bot ";1
43033;"Botarell ";1
43034;"Brafim ";1
43035;"Cabaces ";1
43036;"Cabra del Camp ";1
43037;"Calafell ";2
43903;"Camarles ";2
43038;"Cambrils ";2
43907;"Canonja, La ";2
43039;"Capafonts ";1
43040;"Capcanes ";1
43041;"Caseres ";1
43042;"Castellvell del Camp ";2
43043;"Catllar, El ";2
43045;"Colldejou ";1
43046;"Conesa ";1
43047;"Constanti ";2
43048;"Corbera d'Ebre ";1
43049;"Cornudella de Montsant ";1
43050;"Creixell ";2
43051;"Cunit ";2
43901;"Deltebre ";2
43053;"Duesaigues ";1
43054;"Espluga de Francoli, L' ";2
43055;"Falset ";2
43056;"Fatarella, La ";1
43057;"Febro, La ";1
43058;"Figuera, La ";1
43059;"Figuerola del Camp ";1
43060;"Flix ";2
43061;"Fores ";1
43062;"Freginals ";1
43063;"Galera, La ";1
43064;"Gandesa ";2
43065;"Garcia ";1
43066;"Garidells, Els ";1
43067;"Ginestar ";1
43068;"Godall ";1
43069;"Gratallops ";1
43070;"Guiamets, Els ";1
43071;"Horta de Sant Joan ";1
43072;"Lloar, El ";1
43073;"Llorac ";1
43074;"Llorenc del Penedes ";2
43076;"Marca ";1
43075;"Margalef ";1
43077;"Mas de Barberans ";1
43078;"Masdenverge ";1
43079;"Masllorenc ";1
43080;"Maso, La ";1
43081;"Maspujols ";1
43082;"Masroig, El ";1
43083;"Mila, El ";1
43084;"Miravet ";1
43085;"Molar, El ";1
43086;"Montblanc ";2
43088;"Montbrio del Camp ";2
43089;"Montferri ";1
43090;"Montmell, El ";1
43091;"Mont-ral ";1
43092;"Mont-roig del Camp ";2
43093;"Mora d'Ebre ";2
43094;"Mora la Nova ";2
43095;"Morell, El ";2
43096;"Morera de Montsant, La ";1
43097;"Nou de Gaia, La ";1
43098;"Nulles ";1
43100;"Pallaresos, Els ";2
43099;"Palma d'Ebre, La ";1
43101;"Passanant i Belltall ";1
43102;"Pauls ";1
43103;"Perafort ";1
43104;"Perello, El ";2
43105;"Piles, Les ";1
43106;"Pinell de Brai, El ";1
43107;"Pira ";1
43108;"Pla de Santa Maria, El ";2
43109;"Pobla de Mafumet, La ";2
43110;"Pobla de Massaluca, La ";1
43111;"Pobla de Montornes, La ";2
43112;"Poboleda ";1
43113;"Pont d'Armentera, El ";1
43141;"Pontils ";1
43114;"Porrera ";1
43115;"Pradell de la Teixeta ";1
43116;"Prades ";1
43117;"Prat de Comte ";1
43118;"Pratdip ";1
43119;"Puigpelat ";1
43120;"Querol ";1
43121;"Rasquera ";1
43122;"Renau ";1
43123;"Reus ";2
43124;"Riba, La ";1
43125;"Riba-roja d'Ebre ";1
43126;"Riera de Gaia, La ";2
43127;"Riudecanyes ";1
43128;"Riudecols ";1
43129;"Riudoms ";2
43130;"Rocafort de Queralt ";1
43131;"Roda de Bera ";2
43132;"Rodonya ";1
43133;"Roquetes ";2
43134;"Rourell, El ";1
43135;"Salomo ";1
43905;"Salou ";2
43136;"Sant Carles de la Rapita ";2
43137;"Sant Jaume dels Domenys ";2
43902;"Sant Jaume d'Enveja ";2
43138;"Santa Barbara ";2
43139;"Santa Coloma de Queralt ";2
43140;"Santa Oliva ";2
43142;"Sarral ";1
43143;"Savalla del Comtat ";1
43144;"Secuita, La ";2
43145;"Selva del Camp, La ";2
43146;"Senan ";1
43044;"Senia, La ";2
43147;"Solivella ";1
43148;"Tarragona ";2
43149;"Tivenys ";1
43150;"Tivissa ";2
43151;"Torre de Fontaubella, La ";1
43152;"Torre de l'Espanyol, La ";1
43153;"Torredembarra ";2
43154;"Torroja del Priorat ";1
43155;"Tortosa ";2
43156;"Ulldecona ";2
43157;"Ulldemolins ";1
43158;"Vallclara ";1
43159;"Vallfogona de Riucorb ";1
43160;"Vallmoll ";2
43161;"Valls ";2
43162;"Vandellos i l'Hospitalet de l'Infant ";2
43163;"Vendrell, El ";2
43164;"Vespella de Gaia ";1
43165;"Vilabella ";1
43175;"Vilalba dels Arcs ";1
43166;"Vilallonga del Camp ";2
43168;"Vilanova de Prades ";1
43167;"Vilanova d'Escornalbou ";1
43169;"Vilaplana ";1
43170;"Vila-rodona ";1
43171;"Vila-seca ";2
43172;"Vilaverd ";1
43173;"Vilella Alta, La ";1
43174;"Vilella Baixa, La ";1
43176;"Vimbodi i Poblet ";1
43177;"Vinebre ";1
43178;"Vinyols i els Arcs ";2
43052;"Xerta ";1
44001;"Ababuj ";1
44002;"Abejuela ";1
44003;"Aguaton ";1
44004;"Aguaviva ";1
44005;"Aguilar del Alfambra ";1
44006;"Alacon ";1
44007;"Alba ";1
44008;"Albalate del Arzobispo ";2
44009;"Albarracin ";1
44010;"Albentosa ";1
44011;"Alcaine ";1
44012;"Alcala de la Selva ";1
44013;"Alcaniz ";2
44014;"Alcorisa ";2
44016;"Alfambra ";1
44017;"Aliaga ";1
44021;"Allepuz ";1
44022;"Alloza ";1
44023;"Allueva ";1
44018;"Almohaja ";1
44019;"Alobras ";1
44020;"Alpenes ";1
44024;"Anadon ";1
44025;"Andorra ";2
44026;"Arcos de las Salinas ";1
44027;"Arens de Lledo ";1
44028;"Argente ";1
44029;"Arino ";1
44031;"Azaila ";1
44032;"Badenas ";1
44033;"Baguena ";1
44034;"Banon ";1
44035;"Barrachina ";1
44036;"Bea ";1
44037;"Beceite ";1
44039;"Bello ";1
44038;"Belmonte de San Jose ";1
44040;"Berge ";1
44041;"Bezas ";1
44042;"Blancas ";1
44043;"Blesa ";1
44044;"Bordon ";1
44045;"Bronchales ";1
44046;"Buena ";1
44047;"Burbaguena ";1
44048;"Cabra de Mora ";1
44049;"Calaceite ";1
44050;"Calamocha ";2
44051;"Calanda ";2
44052;"Calomarde ";1
44053;"Camanas ";1
44054;"Camarena de la Sierra ";1
44055;"Camarillas ";1
44056;"Caminreal ";1
44059;"Cantavieja ";1
44060;"Canada de Benatanduz ";1
44061;"Canada de Verich, La ";1
44062;"Canada Vellida ";1
44063;"Canizar del Olivar ";1
44064;"Cascante del Rio ";1
44065;"Castejon de Tornos ";1
44066;"Castel de Cabra ";1
44070;"Castellar, El ";1
44071;"Castellote ";1
44067;"Castelnou ";1
44068;"Castelseras ";1
44074;"Cedrillas ";1
44075;"Celadas ";1
44076;"Cella ";2
44077;"Cerollera, La ";1
44080;"Codonera, La ";1
44082;"Corbalan ";1
44084;"Cortes de Aragon ";1
44085;"Cosa ";1
44086;"Cretas ";1
44087;"Crivillen ";1
44088;"Cuba, La ";1
44089;"Cubla ";1
44090;"Cucalon ";1
44092;"Cuervo, El ";1
44093;"Cuevas de Almuden ";1
44094;"Cuevas Labradas ";1
44096;"Ejulve ";1
44097;"Escorihuela ";1
44099;"Escucha ";1
44100;"Estercuel ";1
44101;"Ferreruela de Huerva ";1
44102;"Fonfria ";1
44103;"Formiche Alto ";1
44105;"Fornoles ";1
44106;"Fortanete ";1
44107;"Foz-Calanda ";1
44108;"Fresneda, La ";1
44109;"Frias de Albarracin ";1
44110;"Fuenferrada ";1
44111;"Fuentes Calientes ";1
44112;"Fuentes Claras ";1
44113;"Fuentes de Rubielos ";1
44114;"Fuentespalda ";1
44115;"Galve ";1
44116;"Gargallo ";1
44117;"Gea de Albarracin ";1
44118;"Ginebrosa, La ";1
44119;"Griegos ";1
44120;"Guadalaviar ";1
44121;"Gudar ";1
44122;"Hijar ";2
44123;"Hinojosa de Jarque ";1
44124;"Hoz de la Vieja, La ";1
44125;"Huesa del Comun ";1
44126;"Iglesuela del Cid, La ";1
44127;"Jabaloyas ";1
44128;"Jarque de la Val ";1
44129;"Jatiel ";1
44130;"Jorcas ";1
44131;"Josa ";1
44132;"Lagueruela ";1
44133;"Lanzuela ";1
44135;"Libros ";1
44136;"Lidon ";1
44137;"Linares de Mora ";1
44141;"Lledo ";1
44138;"Loscos ";1
44142;"Maicas ";1
44143;"Manzanera ";1
44144;"Martin del Rio ";1
44145;"Mas de las Matas ";1
44146;"Mata de los Olmos, La ";1
44147;"Mazaleon ";1
44148;"Mezquita de Jarque ";1
44149;"Mirambel ";1
44150;"Miravete de la Sierra ";1
44151;"Molinos ";1
44152;"Monforte de Moyuela ";1
44153;"Monreal del Campo ";2
44154;"Monroyo ";1
44155;"Montalban ";1
44156;"Monteagudo del Castillo ";1
44157;"Monterde de Albarracin ";1
44158;"Mora de Rubielos ";1
44159;"Moscardon ";1
44160;"Mosqueruela ";1
44161;"Muniesa ";1
44163;"Noguera de Albarracin ";1
44164;"Nogueras ";1
44165;"Nogueruelas ";1
44167;"Obon ";1
44168;"Odon ";1
44169;"Ojos Negros ";1
44171;"Olba ";1
44172;"Oliete ";1
44173;"Olmos, Los ";1
44174;"Orihuela del Tremedal ";1
44175;"Orrios ";1
44176;"Palomar de Arroyos ";1
44177;"Pancrudo ";1
44178;"Parras de Castellote, Las ";1
44179;"Penarroya de Tastavins ";1
44180;"Peracense ";1
44181;"Peralejos ";1
44182;"Perales del Alfambra ";1
44183;"Pitarque ";1
44184;"Plou ";1
44185;"Pobo, El ";1
44187;"Portellada, La ";1
44189;"Pozondon ";1
44190;"Pozuel del Campo ";1
44191;"Puebla de Hijar, La ";1
44192;"Puebla de Valverde, La ";1
44193;"Puertomingalvo ";1
44194;"Rafales ";1
44195;"Rillo ";1
44196;"Riodeva ";1
44197;"Rodenas ";1
44198;"Royuela ";1
44199;"Rubiales ";1
44200;"Rubielos de la Cerida ";1
44201;"Rubielos de Mora ";1
44203;"Salcedillo ";0
44204;"Saldon ";1
44205;"Samper de Calanda ";1
44206;"San Agustin ";1
44207;"San Martin del Rio ";1
44208;"Santa Cruz de Nogueras ";1
44209;"Santa Eulalia ";1
44210;"Sarrion ";1
44211;"Segura de los Banos ";1
44212;"Seno ";1
44213;"Singra ";1
44215;"Terriente ";1
44216;"Teruel ";2
44217;"Toril y Masegoso ";1
44218;"Tormon ";1
44219;"Tornos ";1
44220;"Torralba de los Sisones ";1
44223;"Torre de Arcas ";1
44224;"Torre de las Arcas ";1
44225;"Torre del Compte ";1
44227;"Torre los Negros ";1
44221;"Torrecilla de Alcaniz ";1
44222;"Torrecilla del Rebollar ";1
44226;"Torrelacarcel ";1
44228;"Torremocha de Jiloca ";1
44229;"Torres de Albarracin ";1
44230;"Torrevelilla ";1
44231;"Torrijas ";1
44232;"Torrijo del Campo ";1
44234;"Tramacastiel ";1
44235;"Tramacastilla ";1
44236;"Tronchon ";1
44237;"Urrea de Gaen ";1
44238;"Utrillas ";2
44239;"Valacloche ";1
44240;"Valbona ";1
44241;"Valdealgorfa ";1
44243;"Valdecuenca ";1
44244;"Valdelinares ";1
44245;"Valdeltormo ";1
44246;"Valderrobres ";2
44247;"Valjunquera ";1
44249;"Vallecillo, El ";1
44250;"Veguillas de la Sierra ";1
44251;"Villafranca del Campo ";1
44252;"Villahermosa del Campo ";1
44256;"Villanueva del Rebollar de la Sierra ";1
44257;"Villar del Cobo ";1
44258;"Villar del Salz ";1
44260;"Villarluengo ";1
44261;"Villarquemado ";1
44262;"Villarroya de los Pinares ";1
44263;"Villastar ";1
44264;"Villel ";1
44265;"Vinaceite ";1
44266;"Visiedo ";1
44267;"Vivel del Rio Martin ";1
44268;"Zoma, La ";1
45001;"Ajofrin ";2
45002;"Alameda de la Sagra ";2
45003;"Albarreal de Tajo ";1
45004;"Alcabon ";1
45005;"Alcanizo ";1
45006;"Alcaudete de la Jara ";2
45007;"Alcolea de Tajo ";1
45008;"Aldea en Cabo ";1
45009;"Aldeanueva de Barbarroya ";1
45010;"Aldeanueva de San Bartolome ";1
45011;"Almendral de la Canada ";1
45012;"Almonacid de Toledo ";1
45013;"Almorox ";2
45014;"Anover de Tajo ";2
45015;"Arcicollar ";1
45016;"Arges ";2
45017;"Azutan ";1
45018;"Barcience ";1
45019;"Bargas ";2
45020;"Belvis de la Jara ";2
45021;"Borox ";2
45022;"Buenaventura ";1
45023;"Burguillos de Toledo ";2
45024;"Burujon ";1
45025;"Cabanas de la Sagra ";2
45026;"Cabanas de Yepes ";1
45027;"Cabezamesada ";1
45028;"Calera y Chozas ";2
45029;"Caleruela ";1
45030;"Calzada de Oropesa ";1
45031;"Camarena ";2
45032;"Camarenilla ";1
45033;"Campillo de la Jara, El ";1
45034;"Camunas ";2
45035;"Cardiel de los Montes ";1
45036;"Carmena ";1
45037;"Carpio de Tajo, El ";2
45038;"Carranque ";2
45039;"Carriches ";1
45040;"Casar de Escalona, El ";2
45041;"Casarrubios del Monte ";2
45042;"Casasbuenas ";1
45043;"Castillo de Bayuela ";1
45045;"Cazalegas ";2
45046;"Cebolla ";2
45047;"Cedillo del Condado ";2
45048;"Cerralbos, Los ";1
45049;"Cervera de los Montes ";1
45056;"Chozas de Canales ";2
45057;"Chueca ";1
45050;"Ciruelos ";1
45051;"Cobeja ";2
45052;"Cobisa ";2
45053;"Consuegra ";2
45054;"Corral de Almaguer ";2
45055;"Cuerva ";1
45058;"Domingo Perez ";1
45059;"Dosbarrios ";2
45060;"Erustes ";1
45061;"Escalona ";2
45062;"Escalonilla ";1
45063;"Espinoso del Rey ";1
45064;"Esquivias ";2
45065;"Estrella, La ";1
45066;"Fuensalida ";2
45067;"Galvez ";2
45068;"Garciotum ";1
45069;"Gerindote ";2
45070;"Guadamur ";2
45071;"Guardia, La ";2
45072;"Herencias, Las ";1
45073;"Herreruela de Oropesa ";1
45074;"Hinojosa de San Vicente ";1
45075;"Hontanar ";1
45076;"Hormigos ";1
45077;"Huecas ";1
45078;"Huerta de Valdecarabanos ";2
45079;"Iglesuela, La ";1
45080;"Illan de Vacas ";0
45081;"Illescas ";2
45082;"Lagartera ";1
45083;"Layos ";1
45084;"Lillo ";2
45085;"Lominchar ";2
45086;"Lucillos ";1
45087;"Madridejos ";2
45088;"Magan ";2
45089;"Malpica de Tajo ";2
45090;"Manzaneque ";1
45091;"Maqueda ";1
45092;"Marjaliza ";1
45093;"Marrupe ";1
45094;"Mascaraque ";1
45095;"Mata, La ";1
45096;"Mazarambroz ";1
45097;"Mejorada ";1
45098;"Menasalbas ";2
45099;"Mentrida ";2
45100;"Mesegar de Tajo ";1
45101;"Miguel Esteban ";2
45102;"Mocejon ";2
45103;"Mohedas de la Jara ";1
45104;"Montearagon ";1
45105;"Montesclaros ";1
45106;"Mora ";2
45107;"Nambroca ";2
45108;"Nava de Ricomalillo, La ";1
45109;"Navahermosa ";2
45110;"Navalcan ";2
45111;"Navalmoralejo ";1
45112;"Navalmorales, Los ";2
45113;"Navalucillos, Los ";2
45114;"Navamorcuende ";1
45115;"Noblejas ";2
45116;"Noez ";1
45117;"Nombela ";1
45118;"Noves ";2
45119;"Numancia de la Sagra ";2
45120;"Nuno Gomez ";1
45121;"Ocana ";2
45122;"Olias del Rey ";2
45123;"Ontigola ";2
45124;"Orgaz ";2
45125;"Oropesa ";2
45126;"Otero ";1
45127;"Palomeque ";1
45128;"Pantoja ";2
45129;"Paredes de Escalona ";1
45130;"Parrillas ";1
45131;"Pelahustan ";1
45132;"Pepino ";2
45133;"Polan ";2
45134;"Portillo de Toledo ";2
45135;"Puebla de Almoradiel, La ";2
45136;"Puebla de Montalban, La ";2
45137;"Pueblanueva, La ";2
45138;"Puente del Arzobispo, El ";1
45139;"Puerto de San Vicente ";1
45140;"Pulgar ";1
45141;"Quero ";1
45142;"Quintanar de la Orden ";2
45143;"Quismondo ";1
45144;"Real de San Vicente, El ";1
45145;"Recas ";2
45146;"Retamoso de la Jara ";1
45147;"Rielves ";1
45148;"Robledo del Mazo ";1
45149;"Romeral, El ";1
45150;"San Bartolome de las Abiertas ";1
45151;"San Martin de Montalban ";1
45152;"San Martin de Pusa ";1
45153;"San Pablo de los Montes ";2
45154;"San Roman de los Montes ";2
45155;"Santa Ana de Pusa ";1
45156;"Santa Cruz de la Zarza ";2
45157;"Santa Cruz del Retamar ";2
45158;"Santa Olalla ";2
45901;"Santo Domingo-Caudilla ";1
45159;"Sartajada ";1
45160;"Segurilla ";1
45161;"Sesena ";2
45162;"Sevilleja de la Jara ";1
45163;"Sonseca ";2
45164;"Sotillo de las Palomas ";1
45165;"Talavera de la Reina ";2
45166;"Tembleque ";2
45167;"Toboso, El ";2
45168;"Toledo ";2
45169;"Torralba de Oropesa ";1
45171;"Torre de Esteban Hambran, La ";2
45170;"Torrecilla de la Jara ";1
45172;"Torrico ";1
45173;"Torrijos ";2
45174;"Totanes ";1
45175;"Turleque ";1
45176;"Ugena ";2
45177;"Urda ";2
45179;"Valdeverdeja ";1
45180;"Valmojado ";2
45181;"Velada ";2
45182;"Ventas con Pena Aguilera, Las ";1
45183;"Ventas de Retamosa, Las ";2
45184;"Ventas de San Julian, Las ";1
45186;"Villa de Don Fadrique, La ";2
45185;"Villacanas ";2
45187;"Villafranca de los Caballeros ";2
45188;"Villaluenga de la Sagra ";2
45189;"Villamiel de Toledo ";1
45190;"Villaminaya ";1
45191;"Villamuelas ";1
45192;"Villanueva de Alcardete ";2
45193;"Villanueva de Bogas ";1
45194;"Villarejo de Montalban ";1
45195;"Villarrubia de Santiago ";2
45196;"Villaseca de la Sagra ";2
45197;"Villasequilla ";2
45198;"Villatobas ";2
45199;"Viso de San Juan, El ";2
45200;"Yebenes, Los ";2
45201;"Yeles ";2
45202;"Yepes ";2
45203;"Yuncler ";2
45204;"Yunclillos ";1
45205;"Yuncos ";2
46001;"Ademuz ";1
46002;"Ador ";1
46004;"Agullent ";2
46042;"Aielo de Malferit ";2
46043;"Aielo de Rugat ";1
46005;"Alaquas ";2
46006;"Albaida ";2
46007;"Albal ";2
46008;"Albalat de la Ribera ";2
46009;"Albalat dels Sorells ";2
46010;"Albalat dels Tarongers ";1
46011;"Alberic ";2
46012;"Alborache ";1
46013;"Alboraya ";2
46014;"Albuixech ";2
46016;"Alcantera de Xuquer ";1
46015;"Alcasser ";2
46018;"Alcublas ";1
46020;"Alcudia de Crespins, l' ";2
46019;"Alcudia, l' ";2
46021;"Aldaia ";2
46022;"Alfafar ";2
46024;"Alfara de la Baronia ";1
46025;"Alfara del Patriarca ";2
46026;"Alfarp ";1
46027;"Alfarrasi ";1
46023;"Alfauir ";1
46028;"Algar de Palancia ";1
46029;"Algemesi ";2
46030;"Algimia de Alfara ";1
46031;"Alginet ";2
46032;"Almassera ";2
46033;"Almisera ";1
46034;"Almoines ";2
46035;"Almussafes ";2
46036;"Alpuente ";1
46037;"Alqueria de la Comtessa, l' ";1
46017;"Alzira ";2
46038;"Andilla ";1
46039;"Anna ";2
46040;"Antella ";1
46041;"Aras de los Olmos ";1
46003;"Atzeneta d'Albaida ";1
46044;"Ayora ";2
46046;"Barx ";1
46045;"Barxeta ";1
46047;"Belgida ";1
46048;"Bellreguard ";2
46049;"Bellus ";1
46050;"Benageber ";1
46051;"Benaguasil ";2
46052;"Benavites ";1
46053;"Beneixida ";1
46054;"Benetusser ";2
46055;"Beniarjo ";2
46056;"Beniatjar ";1
46057;"Benicolet ";1
46904;"Benicull de Xuquer ";1
46060;"Benifaio ";2
46059;"Benifairo de la Valldigna ";2
46058;"Benifairo de les Valls ";2
46061;"Benifla ";1
46062;"Beniganim ";2
46063;"Benimodo ";2
46064;"Benimuslem ";1
46065;"Beniparrell ";2
46066;"Benirredra ";1
46067;"Benisano ";2
46068;"Benissoda ";1
46069;"Benisuera ";1
46070;"Betera ";2
46071;"Bicorp ";1
46072;"Bocairent ";2
46073;"Bolbaite ";1
46074;"Bonrepos i Mirambell ";2
46075;"Bufali ";1
46076;"Bugarra ";1
46077;"Bunol ";2
46078;"Burjassot ";2
46079;"Calles ";1
46080;"Camporrobles ";1
46081;"Canals ";2
46082;"Canet d'En Berenguer ";2
46083;"Carcaixent ";2
46084;"Carcer ";2
46085;"Carlet ";2
46086;"Carricola ";1
46087;"Casas Altas ";1
46088;"Casas Bajas ";1
46089;"Casinos ";2
46090;"Castello de Rugat ";2
46091;"Castellonet de la Conquesta ";1
46092;"Castielfabib ";1
46093;"Catadau ";2
46094;"Catarroja ";2
46095;"Caudete de las Fuentes ";1
46096;"Cerda ";1
46107;"Chella ";2
46106;"Chelva ";1
46108;"Chera ";1
46109;"Cheste ";2
46111;"Chiva ";2
46112;"Chulilla ";1
46097;"Cofrentes ";1
46098;"Corbera ";2
46099;"Cortes de Pallas ";1
46100;"Cotes ";1
46105;"Cullera ";2
46113;"Daimus ";2
46114;"Domeno ";1
46115;"Dos Aguas ";1
46116;"Eliana, l' ";2
46117;"Emperador ";1
46118;"Enguera ";2
46119;"enova, l' ";1
46120;"Estivella ";1
46121;"Estubeny ";1
46122;"Faura ";2
46123;"Favara ";2
46126;"Foios ";2
46128;"Font de la Figuera, la ";2
46127;"Font d'En Carros, la ";2
46124;"Fontanars dels Alforins ";1
46125;"Fortaleny ";1
46129;"Fuenterrobles ";1
46131;"Gandia ";2
46902;"Gatova ";1
46130;"Gavarda ";1
46132;"Genoves ";2
46133;"Gestalgar ";1
46134;"Gilet ";2
46135;"Godella ";2
46136;"Godelleta ";2
46137;"Granja de la Costera, la ";1
46138;"Guadassequies ";1
46139;"Guadassuar ";2
46140;"Guardamar de la Safor ";1
46141;"Higueruelas ";1
46142;"Jalance ";1
46144;"Jarafuel ";1
46154;"Llanera de Ranes ";1
46155;"Llauri ";1
46147;"Lliria ";2
46152;"Llocnou de la Corona ";1
46153;"Llocnou de Sant Jeroni ";1
46151;"Llocnou d'En Fenollet ";1
46156;"Llombai ";2
46157;"Llosa de Ranes, la ";2
46150;"Llutxent ";2
46148;"Loriguilla ";2
46149;"Losa del Obispo ";1
46158;"Macastre ";1
46159;"Manises ";2
46160;"Manuel ";2
46161;"Marines ";2
46162;"Massalaves ";1
46163;"Massalfassar ";2
46164;"Massamagrell ";2
46165;"Massanassa ";2
46166;"Meliana ";2
46167;"Millares ";1
46168;"Miramar ";2
46169;"Mislata ";2
46170;"Mogente/Moixent ";2
46171;"Moncada ";2
46173;"Montaverner ";2
46174;"Montesa ";1
46175;"Montitxelvo/Montichelvo ";1
46176;"Montroi/Montroy ";2
46172;"Montserrat ";2
46177;"Museros ";2
